Timestamp,Agent Name,Departure city,Destination(s),Outbound date,Return date,I will be travelling by:,Anything else you want to share about your trip?
3/12/2017 6:59:20,merlyn383,"Philadelphia, PA","Richmond, VA",3/17/2017,3/19/2017,"Car, and willing to make stops along the way",Will have wife and kid so stop time needs to be minimal
3/13/2017 9:55:05,Kidtwisty2j,Oakland,"Denver/Boulder, CO",3/17/2017,3/19/2017,Plane,
3/14/2017 22:26:04,Newblet,Houston,Waco,3/17/2017,3/19/2017,"Car, no stops but can meet up at my destination",Going to be a spontaneous trip. 50/50 on going. Haven't ironed out details.
3/14/2017 22:26:39,Newblet,Houston,Waco,3/17/2017,3/19/2017,"Car, no stops but can meet up at my destination",Going to be a spontaneous trip. 50/50 on going. Haven't ironed out details.
3/15/2017 14:06:46,cackalack,"new haven, ct",NYC,3/17/2017,3/17/2017,"Car, and willing to make stops along the way",
1/30/2017 20:56:33,Darkintruder,West Palm Beach,Cozumel,3/18/2017,3/22/2017,Plane,
1/30/2017 22:20:31,Jmaverick,Phoenix,"Dublin, Ireland",3/18/2017,3/24/2017,Plane,
1/30/2017 23:07:41,Violetscout,Phoenix,Vancouver,3/18/2017,3/24/2017,Plane,I will be flying to Seattle and driving to Vancouver for the week.
2/1/2017 8:50:30,Nopenotme,Iowa City (via Chicago),Denver,3/18/2017,3/24/2017,Plane,Driving from Iowa to Chicago then flying to Denver
3/15/2017 14:12:23,SHODANn,Philadelphia,New York,3/18/2017,3/26/2017,"Train, Bus",I'm not returning to Philly. I'm flying to London.
3/10/2017 16:01:09,betterElway,Denver,"Santa Clara, CA",3/19/2017,3/22/2017,Plane,
3/10/2017 19:29:00,b51,BERLIN,Manhattan,3/19/2017,3/22/2017,"Train, Car to Hamilton NJ",Days may slip one + or -
1/31/2017 8:14:52,Violentwaves142,North Manchester,"Gatlinburg, TN",3/19/2017,3/25/2017,"Car, and willing to make stops along the way",Can make stops on the way back; not on the way down.
1/31/2017 8:46:04,CheeZeeR,Philadelphia,"Outer banks, nc (south nags head)",3/19/2017,3/26/2017,"Car, and willing to make stops along the way","Will not be able to stray too far from route up/down. Will be able to travel some during stay ~2/2.5/3 hours, tho preferably less since that's like halfway back home (:"
1/31/2017 11:40:09,SiewZhuai,Boston,Philadelphia-ish,3/19/2017,3/26/2017,Plane,will have some flexible free time but not a ton of it.  will have a rental car.  zhucaiwen along too.
3/11/2017 10:32:06,MasterTMO,"Lubbock, TX","Orlando, FL",3/19/2017,3/22/2017,Plane,"I will be at a conference, and won't have a car.  So days will be busy, and not much travel at night."
3/13/2017 13:35:42,LUX3000,SFO,"Austin, TX",3/19/2017,3/22/2017,Plane,Will be in downtown Austin
3/5/2017 16:18:36,Mossberg55,Phoenix,Dallas,3/20/2017,3/20/2017,Plane,"Very quick trips, prob every 2 weeks, could do quick meet ups but likely no car"
2/19/2017 21:55:59,Lawgeek07,"Minneapolis, MN","Milwaukee, WI, Valparaiso, IN, Gary, IN",3/20/2017,3/23/2017,"Car, and willing to make stops along the way, Plane",
3/3/2017 7:11:50,JWFaulk,Houston,Los Angeles,3/20/2017,3/24/2017,Plane,I will be working during the day but will be available in evenings.  I will have a rental car.  I am staying in Hermosa Beach.
3/6/2017 9:28:28,RedBeard44,Phoenix,Los Angeles,3/20/2017,3/24/2017,"Car, and willing to make stops along the way, Plane","Flying out 3/20, driving back 3/24"
3/10/2017 9:34:38,captaverage,Salt Lake City,San Francisco,3/21/2017,3/22/2017,Plane,I won't have a vehicle and will be staying near the airport
2/27/2017 22:11:13,PeaceTail,San Mateo,Los Alamitos,3/21/2017,3/25/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination","I may not be able to do any stops on the way down, but my return trip is flexible  (3/24-26) and can probably do stops in between."
1/30/2017 20:30:57,wallbounce,San Francisco,"Puerto Vallarta, MX",3/21/2017,3/26/2017,Plane,Will be attending a wedding on Sat 3/25 but relatively free at the beginning of the trip
1/30/2017 23:09:01,FlatMark,San Francisco Bay Area,"Davis, CA",3/22/2017,3/25/2017,"Car, and willing to make stops along the way",At youth robotics event.  Making multiple trips to different locations  through end of April
2/6/2017 22:55:52,scribblegrl,sfo,"Budapest, Hungary",3/22/2017,4/9/2017,"Plane, Train, maybe car or bus (not sure about details yet)","We will be in Budapest on 3/22-3/25 and traipsing around wherever the wind blows afterwards, flying out of Budapest either 4/8 or 4/9. open to fun destinations"
1/30/2017 20:21:59,WickedButterfly,Phoenix,"4 corners, Farmington NM, Albequerque NM ask for deets",3/23/2017,3/26/2017,"Car, and willing to make stops along the way","Taking northern route from phx through flagstaff, kayenta, 4 corners, farmington, to albequerque. Will be with Kel aka agent @azraindowcat the entire time."
2/13/2017 2:33:31,Veracruz,London,Cuba via Madrid,3/23/2017,4/9/2017,Plane,
3/16/2017 11:01:52,Flyer87,NYC,"Tampa and St. Pete, FLA",3/23/2017,3/26/2017,Plane,
3/7/2017 17:32:42,Ospurt,Midland,Memphis,3/24/2017,3/27/2017,Plane,I'm also going to Paris France in April
2/1/2017 18:35:31,troiken,"denver, co","hankstown, UT .  southern utah somewhere",3/24/2017,3/28/2017,"Car, and willing to make stops along the way","Still putting the plan together , headed for canyonlands , san rafael swell, mexican hat"
2/8/2017 21:33:36,BritChick,Newark,London,3/24/2017,4/1/2017,Plane,
2/11/2017 8:55:26,Welder4life,Levittown,Aberdeen/ Baltimore,3/24/2017,4/2/2017,"Car, and willing to make stops along the way",
3/10/2017 10:34:48,JenTil,Boulder,Grand Canyon,3/26/2017,4/2/2017,"Car, but with non-ingress family, so sketchy ability to stop",
2/4/2017 23:10:22,CanadianBurger,Toronto,"Louisville, KY",3/27/2017,3/30/2017,Plane,
2/21/2017 16:17:02,GapTooth,Brisbane,Osaka,3/27/2017,4/28/2017,"Train, Bus","Visiting Okayama, Hagi, Yamaguchi, Tokyo, Kofu, Yamagata, Hakodate, Matsumae, Shirakawa, Matsumoto, Saku-Daira, Nagano, Sakai, Osaka. Possible late/short trip to Ishigaki"
1/30/2017 22:18:58,JoeyTheBeerBear,San Francisco,NY,3/28/2017,4/3/2017,Plane,"I will have a rental in NY , will be traveling with my favorite companion efishel aka princessphd"
3/5/2017 11:32:37,chembabe,"New Orleans, LA","Reston, VA",3/29/2017,4/2/2017,Plane,
2/2/2017 12:54:41,Zygoxutequep,Boston,"Rome, Tel Aviv",3/30/2017,4/7/2017,Plane,
2/9/2017 7:03:56,WulfMichaelson,Raleigh,Chicago,3/31/2017,4/6/2017,Plane,ORD airport in Chicago and connecting via CVG on 3/31 and via DTW on 4/6. Best reached via GroupMe or Telegram DM.  Also in V.
3/13/2017 18:17:29,Shivanii,"Durham, Ct",Philadelphia,3/31/2017,4/1/2017,"Car, and willing to make stops along the way",
1/31/2017 15:52:25,LightninBug,Either Newark (EWR) or Philadelphia (PHL),"Frankfurt or Dusseldorg (Ultimately Essen), Germany",4/2/2017,4/7/2017,"Plane, Train, German Taxis in Essen","Werk trip, only tentative for now."
2/9/2017 18:02:36,RevDegen,Erie,Toronto/Tokyo/Kyoto,4/2/2017,4/11/2017,"Car, and willing to make stops along the way, Plane, Train, Bus","Willing to transport keys to and from the states and Toronto, as well as to Japan if that should be needed"
2/4/2017 23:12:16,CanadianBurger,Toronto,"Rome, Pisa, Monte Carlo, Toulon, Gibraltar, Valencia, Barcelona",4/7/2017,4/16/2017,Plane,Mediterranean Cruise
2/2/2017 12:37:25,SP1DERNUTS,Harrisburg,Montreal,4/9/2017,4/21/2017,Plane,
1/30/2017 21:39:51,deaf1,washington dc,cozumel mexico,4/10/2017,4/17/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination, Plane, Bus, Ferry","Havent bought tickets yet, but will be in Cancun, Playa DeL Carmen, and Cozumel.   Have keys to Guatamano Bay"
1/30/2017 23:11:33,FlatMark,San Francisco Bay Area,"Houston, TX",4/16/2017,4/23/2017,Plane,"At youth robotics event.  Making multiple trips to different locations  through end of April. Not returning to Bay Area.  Flying to St. Louis, MO for next trip"
1/31/2017 11:50:58,JustFrameup,"Milwaukee, WI","Baltimore, MD",4/17/2017,4/21/2017,Plane,
2/12/2017 18:06:04,Rump1estiltskin,Sacramento,Richmond,4/20/2017,4/24/2017,Plane,It's a wedding trip so not going to be able to help much
1/30/2017 23:14:02,FlatMark,"San Francisco Bay Area & Houston, TX","St. Louis, MO",4/23/2017,4/30/2017,Plane,At youth robotics event.  Making multiple trips to different locations  through end of April. Not returning to Bay Area.  Flying from Houston on 4/23 ... leaving Bay Area 4/17
1/31/2017 13:29:32,MorfarGroda,Springfield,Silver Falls,4/29/2017,4/30/2017,"Car, and willing to make stops along the way",
2/19/2017 4:37:30,AgentAli2016,"Lismore, NSW","Sydney, Wagga Wagga, Sydney",5/3/2017,10/3/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination",
2/7/2017 21:10:38,@michadi,Layton,"Oahu, Maui, Hawaii",6/20/2017,7/1/2017,Plane,
1/30/2017 22:49:52,SecureJustice,Portland,"Buffalo, NY",10/20/2017,10/22/2017,Plane,Dates are aproximate
5/10/2017 9:11:08,ng33alpha,Toronto,"New York City, Brooklyn",7/2/2017,7/10/2017,Plane,
