Timestamp,Agent Name,Departure city,Destination(s),Outbound date,Return date,I will be travelling by:,Anything else you want to share about your trip?
2/2/2017 10:43:30,Duderunner,Xenia,"Orlando, FL",2/12/2017,2/18/2017,Plane,Most of this will be in meetings for a conference. Availability increases later at night and the weekends
2/11/2017 1:00:36,Giggipino,milan,amsterdam - chengdu,2/12/2017,2/18/2017,Plane,
2/11/2017 8:09:15,Tomogram,Portland,Denver,2/13/2017,2/18/2017,Plane,Outbound layover is in DFW. Return layover is PHX
2/13/2017 12:48:22,tackiton,"Austin, TX","San Antonio, TX",2/17/2017,2/18/2017,"Car, and willing to make stops along the way",
2/13/2017 18:03:38,DisasterRawr,Hanover Park,"Washington, IL",2/17/2017,2/18/2017,"Car, and willing to make stops along the way","Stops will take convincing, but not totally out of the question."
2/6/2017 20:57:37,kiues,"Prescott, AZ","Supai, AZ",2/18/2017,2/18/2017,"Car, and willing to make stops along the way",just capturing and key farming. denoche should have some keys already.
2/9/2017 18:37:49,wanderingibis,Dimondale,Manistee,2/18/2017,2/18/2017,"Car, and willing to make stops along the way",
2/9/2017 18:02:47,strod,"austin, texas","oahu, hawaii",2/11/2017,2/19/2017,Plane,
1/31/2017 7:49:34,Triton54,Winnipeg,Las vegas,2/12/2017,2/19/2017,Plane,Driving to Hollywood Feb 17.
1/31/2017 11:38:38,LoTR0N,"Seattle, WA","Albuquerque, NM",2/12/2017,2/19/2017,Plane,
1/31/2017 0:31:14,graphxgrrl,"Seattle, WA","Atlanta, GA",2/16/2017,2/19/2017,Plane,"I have two trips planned, during the first I'll be in Chattanooga TN from 18 Feb to 19 Feb.  My second trip to Atlanta is 26 Feb through 02 Mar. I will have a car, but only availability in the evening."
2/1/2017 12:19:50,SCLori,Greenville SC,Toledo Ohio,2/16/2017,2/19/2017,Plane,"Limited ability to travel while in Ohio, but will be able to meet up with anyone willing to come to me"
2/6/2017 11:41:08,MrJackson,"Wilkes-Barre, PA","Utica, NY",2/16/2017,2/19/2017,"Car, no stops but can meet up at my destination","Not sure I can get away, would have to come to my location"
2/1/2017 19:14:54,GulfStorm,"Panama both, FL","Birmingham, AL",2/17/2017,2/19/2017,"Car, and willing to make stops along the way",Probably arriving very late on Friday.  Will not be available Saturday until after 7:00.
2/9/2017 12:06:51,Gnomeofdoom,"Binghamton, NY","Milltown, NJ",2/17/2017,2/19/2017,"Car, no stops but can meet up at my destination",no idea how much time I'll have!
2/10/2017 10:25:38,MLFHUNTR,Cincinnati,Kansas CIty MO,2/17/2017,2/19/2017,"Car, no stops but can meet up at my destination",
2/10/2017 16:18:52,Snarboza,"Lake orion, mi","Lansing, mi, benton harbor, mi, Rockford, il",2/17/2017,2/19/2017,"Car, and willing to make stops along the way","Spending the night in Benton harbor area Friday, will be heading through Chicago to Rockford Saturday. Rockford to lake orion sunday"
2/13/2017 14:57:01,mishegoss,Havertown,Timonium MD,2/17/2017,2/19/2017,"Car, and willing to make stops along the way",will be hanging with DC & NY enl
2/13/2017 23:08:42,WinterRose562,"Escondido, CA","Las Vegas, NV",2/17/2017,2/19/2017,"Car, no stops but can meet up at my destination",I have a suite at the Elara (across the street from the Bellagio) I'm willing to have serve as a crash pad.
2/14/2017 12:22:36,QueenGee,San Diego,Las Vegas,2/17/2017,2/19/2017,"Car, and willing to make stops along the way",Brothaslide  and VylettWitch will be traveling with me
2/14/2017 12:38:37,tjmartian,"San Diego, CA","Las Vegas, NV",2/17/2017,2/19/2017,"Car, and willing to make stops along the way",
2/14/2017 14:24:06,ApophosBabe,Little Rock,St Louis,2/17/2017,2/19/2017,"Car, and willing to make stops along the way",Let's do this!!💚💚
1/31/2017 19:48:58,aktse,Mountain View,Hacienda Heights (LA area),2/18/2017,2/19/2017,Plane,Very short trip and very little free time. Flying into SNA.
2/2/2017 12:04:55,TrickT,"York, PA","Philadelphia, PA",2/18/2017,2/19/2017,"Car, and willing to make stops along the way","Early departure on 2/18, if keys to be carried, will need to pick up in York/Hbg by 2/17"
2/6/2017 11:24:33,nickiasaur,Hartford CT,Philadelphia PA,2/18/2017,2/19/2017,"Car, and willing to make stops along the way","I'll be with my non ingress husband, but he will cope."
2/7/2017 0:21:11,ANQETB,London,Dublin,2/18/2017,2/19/2017,Plane,
2/7/2017 11:45:27,Bakisteron,"Berwick, PA","Poughkeepsie, NY",2/18/2017,2/19/2017,"Car, and willing to make stops along the way","I am already planning to travel back with a stop in Binghamton NY on Sunday 2/19, for a non-shard related meeting with an Agent from the Twin Tiers group."
1/30/2017 19:57:01,Exolo,"Dallas, TX","Buffalo, NY - Coudersport, PA",2/4/2017,2/20/2017,Plane,"Headed to Buffalo, NY and Coudersport, PA - could move keys into NE USA if needed."
1/31/2017 5:28:58,MamaBeersHere,"Monroe, WI""","Scottsdale, AZ",2/7/2017,2/20/2017,"Car, and willing to make stops along the way",
2/6/2017 8:55:28,Phartz,"Phoenix, AZ","New Orleans, LA",2/9/2017,2/20/2017,Plane,"I will be there for work, but squeezing in Ingress where I can. Let's trade keys for future big triangles."
2/11/2017 19:16:16,P3rf3ctDark,Edinburgh,Aberystwyth,2/14/2017,2/20/2017,Train,
2/10/2017 8:58:08,borrrby,"Portland, ME","Baltimore, MD",2/15/2017,2/20/2017,Plane,"Driving from Portland, ME to Boston, MA for a late flight, likely no time for picking up keys in Boston etc. Flying back the same way. Taking the shuttle//bus from MA to ME."
2/13/2017 1:43:51,SHODANn,Los Angeles,Phoenix,2/15/2017,2/20/2017,"Car, and willing to make stops along the way",
2/2/2017 14:31:50,MittR,"San Jose, CA","Chicago, IL",2/16/2017,2/20/2017,Plane,
2/9/2017 18:20:10,D00MsongSinger,Philadelphia,Washington DC,2/16/2017,2/20/2017,"Car, no stops but can meet up at my destination",I'll be working a convention at the Gaylord at the national harbor so doubtful I'll be able to leave once I'm on site due to responsibilities but can meet agents if they come to me
2/15/2017 15:00:56,MittR,"San Jose, CA","Chicago, IL",2/16/2017,2/20/2017,Plane,
1/30/2017 21:44:02,Featherhead,Greenbank (via Seattle),Portland,2/17/2017,2/20/2017,"Car, and willing to make stops along the way, Willing to pinch hit a day trip on another day if needed.","Visiting Maiden1974,  and we have swapped keys for the cause often."
2/2/2017 0:07:41,AmyOutmore,Seattle,Washington DC / BWI,2/17/2017,2/20/2017,Plane,I'll be teaching at a hotel conference
2/5/2017 4:22:32,Bakstar000,Sydney,Melbourne,2/17/2017,2/20/2017,Plane,
2/9/2017 17:07:35,ng33alpha,Kitchener,"Possible pickup in Toronto area, final destination is Lake Placid, NY",2/17/2017,2/20/2017,"Car, and willing to make stops along the way",Not sure where exact stops are.
2/11/2017 8:20:02,0013Agent,Red Deer,Lethbridge,2/17/2017,2/20/2017,"Car, and willing to make stops along the way","Headed down right after work (17:00), not willing to deviate in a way that will slow me down too much. Leaving Lethbridge no later than noon on Monday and have more leeway coming back (will be stopping in Calgary). Pickup in Lethbridge available, but they will probably have to come to me.

I will try to accomidate any takedown or throw requests as well."
2/13/2017 11:23:19,pbcupcake,San Diego,Las Vegas,2/17/2017,2/20/2017,"Car, no stops but can meet up at my destination",Going for the shard battle.
2/13/2017 12:14:12,Inthecage,Las Vegas,Jackson hole Wyoming,2/17/2017,2/20/2017,Plane,
2/13/2017 18:28:53,Mousymouse,San Carlos,"Irvine, CA",2/17/2017,2/20/2017,"Car, and willing to make stops along the way",Leaving Bay area after 8pm on Friday. Some free time on Sunday and heading back Monday afternoon. Willing to make stops on Monday on our trip back. Taking 5 both ways but can be changed.
2/14/2017 2:35:58,mooshiemoonpie,"Dublin, Ireland","Eindhoven, Netherlands",2/17/2017,2/20/2017,"Plane, Bus",
2/14/2017 5:23:05,midnitie,Hong Kong,"Taipei, Taiwan",2/17/2017,2/20/2017,Plane,
2/15/2017 0:19:43,AbsintheMlNDED,Phoenix,Orange county and los angeles,2/17/2017,2/20/2017,"Car, and willing to make stops along the way",Ice cream has no bones
2/9/2017 15:00:30,Skeksis57,Springfiekd,Prineville,2/18/2017,2/20/2017,"Car, and willing to make stops along the way",My trips are often last minute and unplanned
2/10/2017 19:23:15,mousling,Marysville,"Arch Cape, OR",2/18/2017,2/20/2017,"Car, and willing to make stops along the way","2 other agents in the car, leaving mid day"
2/6/2017 9:01:33,xxse7en,San Francisco,Yosemite Valley,2/19/2017,2/20/2017,"Car, no stops but can meet up at my destination","I will be with a larger group of non-ingress players. I will do what I can to help, but I will be limited in that capacity since I will not be the one driving."
2/14/2017 12:11:05,@Ki11edbyDeath,Newport,"San Diego, CA",2/19/2017,2/20/2017,Plane,"I'll be in Boston, MA for 3 days immediately before I leave for San Diego"
2/17/2017 9:26:58,Wesyde78,"Cambridge, MD","Lancaster, PA",2/19/2017,2/20/2017,"Car, and willing to make stops along the way",
2/11/2017 5:08:42,AStormWarning,"Houston, TX","(March 1)Houston, TX to Little Rock, AR to (March 2)Madison, WI to (March 4)Chicago, IL to (March 6)Indiana to (March 10)Charlotte,NC to (March 17)Nashville, TN, back to (March 19)Chicago and back to (March 20),WI",3/1/2017,2/20/2017,"Car, and willing to make stops along the way","I will be leaving from Houston but returning to Wisconsin, not back to Houston. My travel plans are very flexible with the exception of the Chicago dates. I will be traveling by car and am willing to make reasonable detours if need be."
2/3/2017 8:33:57,Yickat,Plano,"Santa Ana/Irving, California",2/10/2017,2/21/2017,Plane,
1/30/2017 20:21:31,Crocodileous,Jacksonville,New Orleans,2/11/2017,2/21/2017,Plane,Through Atlanta
2/1/2017 16:41:01,troiken,"honolulu, HI","denver, co",2/14/2017,2/21/2017,Plane,"Im putting this in for my courier on HI , chris worrall , hes coming to colorado presidents day weekend"
2/2/2017 18:46:32,eluviette,Beachwood NJ,Orlando FL,2/14/2017,2/21/2017,"Car, no stops but can meet up at my destination","I can stop along the way if it's along i95,  it would be an overnight drive however."
2/1/2017 0:24:55,LordRat,Seattle,"Milan, Venice",2/15/2017,2/21/2017,"Car, no stops but can meet up at my destination, Plane, Train","Transferring in Frankfurt, will have car in Milan"
2/2/2017 16:04:24,CaptRalph,COLUMBIA,"Basseterre, St Kitts",2/15/2017,2/21/2017,Plane,Business trip w/o car on the island
2/4/2017 14:47:00,Bajajunkie,San Diego,Bahia de los Angeles,2/15/2017,2/21/2017,"Car, and willing to make stops along the way",Probably sleep in El Rosario on the night of the 15th and the 20th
2/13/2017 0:14:42,wokket1,Brisbane,"Singapore (stopover), Seoul, Hong Kong (stopover)",2/15/2017,2/21/2017,Plane,
2/3/2017 14:55:06,TheWalkingDude8,"Frederick, md","Augusta, GA",2/16/2017,2/21/2017,"Car, no stops but can meet up at my destination","May be able to make limited stops, but won't make any guarantees"
2/17/2017 9:25:39,Wesyde78,"Frederick, MD","Cambridge, MD",2/17/2017,2/21/2017,"Car, and willing to make stops along the way","Also going from Cambridge to Lancaster, PA on 2/19. Lancaster to DC on 2/20. DC to Frederick 2/21."
2/10/2017 16:23:48,MisterBimble,Denver,"Austin, TX",2/18/2017,2/21/2017,Plane,
2/15/2017 13:53:08,sayidina,Portland,Las Vegas,2/18/2017,2/21/2017,Plane,"Visiting for a wedding on Sunday, but should have some flexibility otherwise.  Will have a car."
2/16/2017 19:39:39,geomicro89,Rochester,"Niagara Falls, Ontario Canada",2/20/2017,2/21/2017,"Car, no stops but can meet up at my destination",
2/19/2017 18:23:16,TyphoonJim,Baltimore MD,Blacksburg VA,2/20/2017,2/21/2017,"Car, and willing to make stops along the way",Highest availability Monday evening
2/9/2017 13:02:17,Ehsians,YYZ Toronto,"China 1 day, Tokyo 20 days",2/27/2017,2/21/2017,Plane,"Will be staying near Yokosuka Japan, but will travel to Yokohama and Tokyo area"
2/22/2017 19:26:28,Crocodileous,Jacksonville,Washington DC,3/17/2017,2/21/2017,Plane,
2/7/2017 21:14:59,captaverage,Salt Lake City,"Copenhagen, Denmark.  Malmo, Sweden",2/11/2017,2/22/2017,Plane,I'm repeating this trip again February 26th returning March 2nd
1/31/2017 16:56:44,NordLyss,Fruitland ID (Near Boise),Seattle / Portland,2/16/2017,2/22/2017,Plane,
2/6/2017 9:25:38,Falogar,LAX,"Kona, HI",2/16/2017,2/22/2017,Plane,Traveling with Agent Tageule
2/17/2017 10:27:33,dorkland,Houston,Huntsville AL,2/17/2017,2/22/2017,Plane,Will be there several days.  Will have car there.
1/31/2017 3:58:12,zgadula,"Szczecin, Poland","Berlin to Timisoara, Romania",2/19/2017,2/22/2017,"Plane, Bus","Szczecin, PL bus -> Berlin SXF plane -> Timisoara, RO plane -> Berlin SXF bus -> Szczecin, PL"
2/19/2017 21:45:39,lawgeek07,"Minneapolis, MN","Marquette, MI and Evanston, IL",2/20/2017,2/22/2017,"Car, and willing to make stops along the way, Plane",Flying home from ORD
2/11/2017 9:31:12,wartmong,chicago,salt lake city,2/21/2017,2/22/2017,Plane,driving from airport to Lehi & Bluffdale
2/21/2017 9:39:08,WulfMichaelson,Raleigh,Chicago,2/21/2017,2/22/2017,Plane,O'Hare airport.  Spending 2/22 at an event downtown.
2/5/2017 22:54:03,Willmac,Sydney,Sapporo / furano,2/12/2017,2/23/2017,Plane,
2/9/2017 7:01:17,Auruwen,"Raleigh, NC","Houston, TX",2/15/2017,2/23/2017,Plane,"Auruwen is a very committed and experienced L15 agent with many anomalies and field ops under her belt.  This is @WulfMichaelson, her husband submitting the form for her though.  Larkke is best reached by SMS to 4043924840. She'll be connecting through ATL Hartsfield each way."
2/13/2017 3:08:26,bendaluz,"Warrington, Manchester",Tenerife,2/17/2017,2/23/2017,Plane,Going with the kids so can't go mad but happy to do what I can!
2/11/2017 1:23:40,HellzHoon,Morley,Coral bay,2/18/2017,2/23/2017,"Car, and willing to make stops along the way",Will definitely be in coral bay Monday and Tuesday
2/17/2017 16:47:11,kylomaer,"muskogee, ok","jacksonville, fl",2/19/2017,2/23/2017,"Car, and willing to make stops along the way",I will be traveling for work and I may also be continuing my journey onto another destination in Florida or another state on the east coast instead of returning home.
2/6/2017 20:20:35,UtahJayhawk,Salt Lake City,Toronto,2/20/2017,2/23/2017,Plane,Work trip but I will have evenings available
2/9/2017 8:24:14,teejing,Ithaca NY,Key West FL,2/20/2017,2/23/2017,Plane,
2/19/2017 11:40:01,IllllllIlIllIIl,Olathe,"Greenville, sc",2/20/2017,2/23/2017,Plane,Flying through Charlotte and driving to Greenville
2/20/2017 13:02:11,FunFitnessGuy,Ft Lauderdale,Atlanta,2/21/2017,2/23/2017,Plane,
2/9/2017 15:20:34,Toeknee2,"Bridgewater,nj","Pinellas park, fl",3/8/2017,2/23/2017,"Car, and willing to make stops along the way","Western route, I 81  also going to Disney"
2/6/2017 13:34:36,Earlybath,"Wellington, Somerset, UK","Amsterdam, Leeuwarden, NL",2/6/2017,2/24/2017,"Plane, Train","Weekends at home in Wellington, each Monday I fly to Amsterdam and stay until train to Leeuwarden on Tuesday evening, remain in Leeuwarden until Friday morning for return trip. Trip is for work so quite limited on what I can do weekdays."
1/31/2017 7:56:50,tismon,"St. Louis, MO","Phoenix, AZ",2/15/2017,2/24/2017,Plane,"This is a vacation, and we will be travelling north to Page, AZ and as far east as the four corners."
2/3/2017 18:32:51,Psk13,Philadelphia,"Liberia, Costa Rica",2/19/2017,2/24/2017,Plane,I havea 2 hour layover in Atlanta
2/11/2017 15:55:27,Rageus,Adelaide,Melbourne,2/19/2017,2/24/2017,Plane,"Will be working during the day, but should be available at night. Unsure of accommodation location at this stage. Will not have a car."
2/3/2017 10:58:13,LibertyBot2,"San Diego, CA","Orlando, FL",2/20/2017,2/24/2017,Plane,"4 hour layover in Denver, there and back"
2/4/2017 23:06:35,CanadianBurger,Toronto,Dayton to Cincinnati,2/20/2017,2/24/2017,Plane,
2/15/2017 17:20:01,RedBeard44,Phoenix,Los Angeles,2/20/2017,2/24/2017,"Car, and willing to make stops along the way, Plane","Flying out Monday, driving back Friday via big bear"
1/31/2017 14:34:15,houstonbells,Houston,"Guadalajara, MX",2/21/2017,2/24/2017,Plane,Work trip
2/10/2017 8:40:57,HuskerPenguin,"Omaha, NE","Atlanta, GA",2/21/2017,2/24/2017,Plane,Trip is for business and will likely have to return in the near future.
2/15/2017 5:40:39,vadex95,"Turku, finland","riga airport, hamburg",2/21/2017,2/24/2017,"Plane, Bus, walking",30 minutes on rigas airport if keys needet ill just drop them
2/13/2017 15:07:17,GrrrArrrg,Baltimore,Las Vegas,2/22/2017,2/24/2017,Plane,"Will be coming back early on the 24th, but will have availability on the 22nd and 23rd until early evening. Will not have much flexibility for travel and will be without a car."
2/16/2017 19:38:00,geomicro89,Rochester,"Rockville, MD",2/22/2017,2/24/2017,"Car, and willing to make stops along the way",
2/19/2017 21:46:41,lawgeek07,"Minneapolis, MN","Milwaukee, WI",2/24/2017,2/24/2017,"Car, no stops but can meet up at my destination",
2/21/2017 5:11:19,PurpleBreeze822,"Austin,Tx","Denver,Tx",2/24/2017,2/24/2017,Plane,One way
2/10/2017 9:58:32,Baseballdad2037,Toronto,Orlando,3/20/2017,2/24/2017,Plane,
2/3/2017 13:04:49,deprecated81,"Portland, OR","Brisbane, QNS",2/3/2017,2/25/2017,Plane,
2/5/2017 18:31:16,RogerDodger,San Francisco,"Rarotonga and Aitutaki, Cook Islands",2/11/2017,2/25/2017,Plane,#NAME?
2/5/2017 20:40:44,bookwyrm1216,"Charlotte, NC","Canton, MI",2/18/2017,2/25/2017,Plane,"We will be stopping overnight in Amherst, OH, but won't likely have time to meet up with people."
2/13/2017 1:58:00,Giuliobotoz,Edinburgh,Pescara (Italy),2/18/2017,2/25/2017,Plane,
2/5/2017 8:29:04,jusamaphonic,Denver,"Frankfurt airport, Dusseldorf, Berlin",2/19/2017,2/25/2017,"Plane, Train",
2/14/2017 16:50:50,Scar3crow,Cairns,Osaka & Kyoto,2/19/2017,2/25/2017,"Plane, Train","Pretty full schedule, but I'll see what I can do. Should have internet access for the entirety of the trip."
2/21/2017 14:22:47,Ch1ckNorr1s,SWANSEA or Cardiff,Luton & possibly St Albans,2/23/2017,2/25/2017,Train,
2/11/2017 22:56:27,Hardwood,ADL,BNE,2/24/2017,2/25/2017,Plane,Quick in out trip. Very restricted ingress time. Can ferry keys if needed. Staying at the Mantra on South Bank Friday night.
2/11/2017 22:56:28,Hardwood,ADL,BNE,2/24/2017,2/25/2017,Plane,Quick in out trip. Very restricted ingress time. Can ferry keys if needed. Staying at the Mantra on South Bank Friday night.
2/5/2017 23:26:27,GoblynSF,"San Francisco, CA","Fremont, Ca",2/25/2017,2/25/2017,"Car, and willing to make stops along the way",I could transport people too
2/7/2017 20:36:38,cdcowboy,Spiro,"London, Rome, Athens, Paris",3/10/2017,2/25/2017,"Plane, Train, Bus",
2/22/2017 15:16:18,OpenDarkwing,Fort Wayne,"Ontario, CA",3/17/2017,2/25/2017,Plane,"I will be making at least 1 day trip to San Diego and 1 Day/Night trip to Los Angeles.

I will have a 1 hour layover in DFW on each flying day."
2/3/2017 12:54:31,Zonchar,"Brooklyn, NY","Roseland, NJ",3/25/2017,2/25/2017,"Car, no stops but can meet up at my destination","I am not the driver, so someone would have to meet me at my destination"
2/10/2017 18:45:59,Brombo,Colorado Springs,"Denver, Houston, San Juan, St. Croix, Philipsburg, Roseau, Bridgetown, St. George's",2/18/2017,2/26/2017,"Car, no stops but can meet up at my destination, Plane, Cruise ship",Taking a Roam Mobil wifi hotspot on my trip.
1/31/2017 11:44:12,Citygirl414,Milwaukee,Mexici,2/19/2017,2/26/2017,Plane,
2/2/2017 20:27:18,socalatheist42@gmail.com,"San Diego, CA","Atlanta, GA and *maybe* Orlando, FL",2/19/2017,2/26/2017,Plane,
2/11/2017 8:44:56,Citygirl414,Milwaukee wi,Playa del Carmen mexico,2/19/2017,2/26/2017,Plane,Not sure how far away from the resort I'll be able to travel to.
2/13/2017 12:23:59,PhilonousB,STL,Phoenix,2/22/2017,2/26/2017,Plane,Attending a conference downtown (Sheraton Grand Phoenix)
1/30/2017 21:37:35,KevinC,"Green Bay, WI, USA","Detroit, MI",2/23/2017,2/26/2017,Bus,
1/30/2017 22:46:49,Korcita,"Westland, MI","Covington, KY; Murfeesboro, TN; Nashville, TN,",2/23/2017,2/26/2017,"Car, and willing to make stops along the way",
2/23/2017 12:09:05,Fishingfr3ak,"Baltimore,  md","Pittsburgh, PA",2/23/2017,2/26/2017,"Car, and willing to make stops along the way",
1/31/2017 11:48:56,JustFrameup,"Milwaukee, WI","Minneapolis, MN",2/24/2017,2/26/2017,"Car, and willing to make stops along the way","(brief stops, wife is non-ingresser)"
1/31/2017 20:51:48,Rathgill,"Fayetteville, Ar","Norman, OK (OKC)",2/24/2017,2/26/2017,"Car, no stops but can meet up at my destination",This trip happens every 2-3 months.
2/1/2017 12:52:28,poorboy1978,Seattle,Washington DC,2/24/2017,2/26/2017,Plane,Will mainly be in the District
2/5/2017 14:50:38,BigCooz,Melbourne,Perth,2/24/2017,2/26/2017,Plane,I like beer. We should have beer.
2/9/2017 18:57:06,shoopz,Tampa,Key West,2/24/2017,2/26/2017,"Car, and willing to make stops along the way, Car to Ft. Myers Ferry to the Keys",Will have another ENL agent with me.
2/10/2017 19:20:57,mousling,"Marysville, WA",Lake Wenatchee State Park region,2/24/2017,2/26/2017,"Car, and willing to make stops along the way","There will be two agents in the lake wenatchee to cle elum, wa region for the two weeks prior to my visit out there with snowmobiles who are ready to be adventurous for the cause as well."
1/31/2017 11:59:02,Darkpaisley,"Middletown, CT","Jersey City, New Jersey",2/25/2017,2/26/2017,"Car, and willing to make stops along the way",I'm willing to travel anywhere in New Jersey for the shards.
1/31/2017 14:11:27,AgentVixxen,"Barrie, Ontario","St. Catharine's, Ontario",2/25/2017,2/26/2017,"Car, and willing to make stops along the way","I can also leave 1 day earlier, if needed, and am willing to drive within a reasonable radius of St. Catharine's (or make reasonable detours on the way)"
2/5/2017 17:39:52,BettinaC4,Seattle,Portlanf,2/25/2017,2/26/2017,"Car, and willing to make stops along the way",
2/15/2017 7:40:00,IgnoredAmbience,"London, UK","Loughborough & Nottingham, UK",2/25/2017,2/26/2017,Train,
2/20/2017 18:21:38,CABurritoQueen,San Francisco,Las Vegas,2/25/2017,2/26/2017,"Car, no stops but can meet up at my destination, Plane",I won't really have a lot of free Ingress time but I thought I would fill this out JIC.
2/10/2017 8:30:30,KevinC,"Detroit, MI","Green Bay, WI via Chicago, IL",2/26/2017,2/26/2017,"Car, and willing to make stops along the way",
2/22/2017 13:54:19,Integraprncess,"Jacksonville, Fl","Miami, Fl, Ochos Rios Jamaica, grand cayman, cozumel mexico",3/18/2017,2/26/2017,Cruise,"Will be in MIAMI 3/18. Jamaica 3/21, grand cayman 3/22, cozumel 3/23, Miami 3/25"
2/9/2017 18:27:06,SINWillett,Brisbane,Port Moresby,2/13/2017,2/27/2017,Plane,"2 L8+ and 1 L4 until 20th, then 1 L8+ and 1 L4 until 27th"
1/30/2017 23:44:44,pstaz,Honolulu,Los Angeles and Las Vegas,2/16/2017,2/27/2017,"Car, and willing to make stops along the way, Plane",L.A. 17 am-20am (tight schedule; need to coordinate).  Vegas 20-27 noon
2/5/2017 15:11:28,roro314159,"san jose,ca",finland,2/18/2017,2/27/2017,Plane,plane layovers in heathrow and jfk
2/5/2017 21:04:13,MajorEarthquake,Sydney,Adelaide,2/23/2017,2/27/2017,Plane,
2/9/2017 14:23:44,T2196,Bergen /norway,London,2/23/2017,2/27/2017,Plane,
2/13/2017 22:33:01,CoachDonnySykes,Tracy,Anaheim,2/25/2017,2/27/2017,"Car, and willing to make stops along the way",Disneyland
2/19/2017 11:36:08,ihakki,"Cleveland, OH","Springfield, IL",2/26/2017,2/27/2017,Plane,Arriving at Springfield Airport @ 6:30 PM.  Work meeting the next day @ 10:0 AM.  Best to do Ingress between these times.
2/19/2017 21:47:58,Lawgeek07,"Minneapolis, MN","Duluth, MN",2/27/2017,2/27/2017,"Car, and willing to make stops along the way",
2/24/2017 20:16:46,MystikIncarnate,"St. Catharines, Ontario","Hamilton, Ontario",2/27/2017,2/27/2017,"Car, and willing to make stops along the way","I make this trip daily M-F leaving at 8 AM and returning around 6 PM.  I'm happy to stop in Niagara Falls, or meet up with U.S. contacts to transport keys to Burlington/Missisauga, or even Toronto.  Contact me to make any arrangements from Niagara to the GHA/GTA."
1/30/2017 19:29:08,Testing,Phoenix,<uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuusvehevdhebeuevxh3bhdu3bdhb2udbeudv3ue xjirhenkshrvtje87rbt7cb3odbtbe8h4vxu4,1/31/2017,2/28/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination, Plane, Train, Bus, Sand worm",I love magnets.
1/31/2017 11:06:46,Flashpot82,Cincinnati (CVG),Houston/Galveston/Western Carribean,2/16/2017,2/28/2017,"Plane, Cruise ship",I will be staying with BritNCode and CletusMelvin in Houston with a potential visit from Cyanidasin
2/6/2017 15:31:12,Shmames,Cincinnati,"Houston, TX",2/16/2017,2/28/2017,Plane,"We are going to be in Houston, then on a cruise and the back to Houston for a couple of days."
1/31/2017 17:14:09,Qeldoq,San Jose,Lake Tahoe (North Shore/Squaw Valley),2/24/2017,2/28/2017,"Car, and willing to make stops along the way","some fairly significant time constraints, and coming back via a business meeting in Lafayette (East Bay)"
2/13/2017 3:21:49,FieryLilac,Heathrow,Raliegh Durham north carolina,2/25/2017,2/28/2017,Plane,I won't have transport in the US
2/10/2017 5:03:07,SkettiLegs,Adelaide,Bali,2/14/2017,3/1/2017,Train,Catta222 and no1assassin will also be with me
2/14/2017 17:37:10,TLC911,Woodland,Pasadena/Glendale/ La Crescenta,2/15/2017,3/1/2017,"Car, and willing to make stops along the way",Willing to travel in so cal area to shuttle keys north if possible
1/31/2017 0:34:25,massivewreck,San Francisco,Kauai,2/23/2017,3/1/2017,"Car, no stops but can meet up at my destination","First 2 days in Princeville, rest of the trip closer to Lihue. Would likely be doing touristy stuff during the day time and not so much ingress stuff"
2/7/2017 1:06:58,Cyanidesin,"Midland, Tx","Houston, Tx",2/24/2017,3/1/2017,Plane,
2/24/2017 13:11:26,Mondak88,"Carlsbad, CA","Mammoth Lakes, CA",2/25/2017,3/1/2017,"Car, and willing to make stops along the way",
1/30/2017 20:11:42,blkcnry,"Cincinnati, OH","Baton Rouge, LA",2/27/2017,3/1/2017,Plane,
2/2/2017 10:47:16,Digitalfish,Ottawa,Montreal,2/27/2017,3/1/2017,Train,I will be at Montreal Airport Hilton.  Trapped in meetings. But I can meet up with someone there.
2/3/2017 8:34:52,Yickat,Plano,"Santa Ana/Irvine, California",2/24/2017,3/2/2017,Plane,
2/28/2017 8:44:17,WinterRose562,"Pasadena, CA","Escondido, CA",2/25/2017,3/2/2017,"Car, and willing to make stops along the way",In Pasadena for shards.  Traveling to Boston this weekend.
1/30/2017 21:05:23,oOdarkcipherOo,Los Alamos,DC area,2/27/2017,3/2/2017,Plane,Possible work trip
2/7/2017 11:38:20,Triplb,Fresno,Concord,2/27/2017,3/2/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination","Heart surgery 28th. Can stop on way up. Way back, no stops."
2/16/2017 12:58:49,blkcnry,"Cincinnati, OH","Richmond, VA; Baton Rouge, LA; Ann Arbor, MI",2/27/2017,3/2/2017,"Plane, rental cars in the cities of destination.","Ann Arbor, flying into DTW."
2/23/2017 19:15:20,NaturalMagic,Detroit,Cleveland,2/27/2017,3/2/2017,"Car, and willing to make stops along the way",
2/7/2017 12:12:09,terracloud,Springfield OH,Cleveland OH,3/1/2017,3/2/2017,"Car, and willing to make stops along the way",
2/27/2017 20:02:58,TerraCloud,"Springfield, OH","Cleveland, OH",3/1/2017,3/2/2017,"Car, and willing to make stops along the way",Will be near the shard target at least a few times to farm keys for transport.
2/28/2017 16:30:53,dorkland,Houston,New Orleans,3/1/2017,3/2/2017,"Car, and willing to make stops along the way",Overnight trip
